drug_id,drug_name,gene_symbol,target_chembl,action_type
CHEMBL3707348,ACALABRUTINIB,BTK,CHEMBL5251,INHIBITOR
CHEMBL3545068,COPANLISIB HYDROCHLORIDE,PIK3CA,CHEMBL4005,INHIBITOR
CHEMBL3137326,DEUTETRABENAZINE,SLC18A2,CHEMBL1893,INHIBITOR
CHEMBL3989931,ENASIDENIB MESYLATE,IDH2,CHEMBL3991501,INHIBITOR
CHEMBL3545123,PIBRENTASVIR,NS5A,CHEMBL3307224,INHIBITOR
CHEMBL3989923,PITAVASTATIN MAGNESIUM,HMGCR,CHEMBL402,INHIBITOR
CHEMBL3989920,PITAVASTATIN SODIUM,HMGCR,CHEMBL402,INHIBITOR
CHEMBL3317857,VABORBACTAM,KPC-2,CHEMBL6132,INHIBITOR
CHEMBL3707248,VALBENAZINE TOSYLATE,SLC18A2,CHEMBL1893,INHIBITOR
CHEMBL3989932,ANGIOTENSIN II ACETATE,AGTR1,CHEMBL227,AGONIST
CHEMBL2364617,MACIMORELIN ACETATE,GHSR,CHEMBL4616,AGONIST
CHEMBL3989866,BICTEGRAVIR,pol,CHEMBL3471,INHIBITOR
CHEMBL2107825,TENOFOVIR ALAFENAMIDE,pol,CHEMBL247,INHIBITOR
CHEMBL110458,MIGALASTAT,GLA,CHEMBL2524,STABILISER
CHEMBL3545189,LANADELUMAB,KLKB1,CHEMBL2000,INHIBITOR
CHEMBL2108253,ARCITUMOMAB,CEACAM5,CHEMBL3712881,BINDING AGENT
CHEMBL3301589,ENFORTUMAB VEDOTIN,NECTIN4,CHEMBL3712928,BINDING AGENT
CHEMBL178,DAUNORUBICIN,TOP2A,CHEMBL1806,INHIBITOR
CHEMBL3545068,COPANLISIB HYDROCHLORIDE,PIK3CD,CHEMBL3130,INHIBITOR
CHEMBL429910,DAPAGLIFLOZIN,SLC5A2,CHEMBL3884,INHIBITOR
CHEMBL471737,IVABRADINE,HCN4,CHEMBL1250417,BLOCKER
CHEMBL1790041,RANITIDINE,HRH2,CHEMBL1941,ANTAGONIST
CHEMBL766,CILASTATIN,DPEP1,CHEMBL1989,INHIBITOR
CHEMBL2105758,AVATROMBOPAG MALEATE,MPL,CHEMBL1864,AGONIST
CHEMBL2364608,DORAVIRINE,pol,CHEMBL247,NEGATIVE ALLOSTERIC MODULATOR
CHEMBL3989516,FOSTAMATINIB DISODIUM,SYK,CHEMBL2599,INHIBITOR
CHEMBL3301603,GILTERITINIB FUMARATE,FLT3,CHEMBL1974,INHIBITOR
CHEMBL4297534,GLASDEGIB MALEATE,SMO,CHEMBL5971,ANTAGONIST
CHEMBL3989958,IVOSIDENIB,IDH1,CHEMBL2007625,INHIBITOR
CHEMBL2107831,LUSUTROMBOPAG,MPL,CHEMBL1864,AGONIST
CHEMBL2105748,PRUCALOPRIDE SUCCINATE,HTR4,CHEMBL1875,AGONIST
CHEMBL3833319,REVEFENACIN,CHRM3,CHEMBL245,ANTAGONIST
CHEMBL3989919,FOSNETUPITANT CHLORIDE HYDROCHLORIDE,TACR1,CHEMBL249,ANTAGONIST
CHEMBL4297503,BALOXAVIR MARBOXIL,PA,CHEMBL1169598,INHIBITOR
CHEMBL4297573,TAGRAXOFUSP,IL3RA,CHEMBL3712987,BINDING AGENT
CHEMBL3989986,RAVULIZUMAB,C5,CHEMBL2364163,INHIBITOR
CHEMBL3286830,LORLATINIB,ALK,CHEMBL4247,INHIBITOR
CHEMBL5315121,TECOVIRIMAT MONOHYDRATE,OPG057,CHEMBL5308522,INHIBITOR
CHEMBL4297573,TAGRAXOFUSP,EEF2,CHEMBL1795108,INHIBITOR
CHEMBL4298150,SIPONIMOD FUMARIC ACID,S1PR1,CHEMBL4333,AGONIST
CHEMBL4297229,PRABOTULINUMTOXIN A,SNAP25,CHEMBL2364159,PROTEOLYTIC ENZYME
CHEMBL3989867,BICTEGRAVIR SODIUM,pol,CHEMBL3471,INHIBITOR
CHEMBL4297533,BREMELANOTIDE ACETATE,MC4R,CHEMBL259,AGONIST
CHEMBL3989973,PEXIDARTINIB HYDROCHLORIDE,CSF1R,CHEMBL1844,INHIBITOR
CHEMBL3301605,RELEBACTAM,bla,CHEMBL5094,INHIBITOR
CHEMBL2107355,MIGALASTAT HYDROCHLORIDE,GLA,CHEMBL2524,STABILISER
CHEMBL3707377,SEGESTERONE ACETATE,PGR,CHEMBL208,AGONIST
CHEMBL4297723,CEMIPLIMAB,PDCD1,CHEMBL3307223,INHIBITOR
CHEMBL3989977,EMAPALUMAB,IFNG,CHEMBL3286073,INHIBITOR
CHEMBL502182,ELAGOLIX SODIUM,GNRHR,CHEMBL1855,ANTAGONIST
CHEMBL3301605,RELEBACTAM,ampC,CHEMBL5031,INHIBITOR
CHEMBL3301605,RELEBACTAM,blaUOE-1,CHEMBL6131,INHIBITOR
CHEMBL1743043,MOXETUMOMAB PASUDOTOX,EEF2,CHEMBL1795108,INHIBITOR
CHEMBL2096646,AMINOSALICYLATE SODIUM,folA,CHEMBL6065,INHIBITOR
CHEMBL1200584,AMINOSALICYLATE POTASSIUM,folA,CHEMBL6065,INHIBITOR
CHEMBL3218576,COPANLISIB,PIK3CA,CHEMBL4005,INHIBITOR
CHEMBL3218576,COPANLISIB,PIK3CD,CHEMBL3130,INHIBITOR
CHEMBL2110732,DACOMITINIB ANHYDROUS,EGFR,CHEMBL203,INHIBITOR
CHEMBL2110732,DACOMITINIB ANHYDROUS,ERBB2,CHEMBL1824,INHIBITOR
CHEMBL2110732,DACOMITINIB ANHYDROUS,ERBB4,CHEMBL3009,INHIBITOR
CHEMBL3301603,GILTERITINIB FUMARATE,AXL,CHEMBL4895,INHIBITOR
CHEMBL180022,NERATINIB,ERBB4,CHEMBL3009,INHIBITOR
CHEMBL3989921,NERATINIB MALEATE,ERBB2,CHEMBL1824,INHIBITOR
CHEMBL3989921,NERATINIB MALEATE,EGFR,CHEMBL203,INHIBITOR
CHEMBL3989921,NERATINIB MALEATE,ERBB4,CHEMBL3009,INHIBITOR
CHEMBL3989922,NIRAPARIB TOSYLATE MONOHYDRATE,PARP2,CHEMBL5366,INHIBITOR
CHEMBL3989922,NIRAPARIB TOSYLATE MONOHYDRATE,PARP1,CHEMBL3105,INHIBITOR
CHEMBL3989973,PEXIDARTINIB HYDROCHLORIDE,FLT3,CHEMBL1974,INHIBITOR
CHEMBL3989973,PEXIDARTINIB HYDROCHLORIDE,KIT,CHEMBL1936,INHIBITOR
CHEMBL4085457,RITLECITINIB,JAK3,CHEMBL2148,INHIBITOR
CHEMBL4297213,AFAMELANOTIDE ACETATE,MC1R,CHEMBL3795,AGONIST
CHEMBL3707313,TRIFAROTENE,RARG,CHEMBL2003,AGONIST
CHEMBL3039526,LASMIDITAN SUCCINATE,HTR1F,CHEMBL1805,AGONIST
CHEMBL4297216,FEDRATINIB HYDROCHLORIDE,JAK2,CHEMBL2971,INHIBITOR
CHEMBL4297216,FEDRATINIB HYDROCHLORIDE,FLT3,CHEMBL1974,INHIBITOR
CHEMBL4297734,CRIZANLIZUMAB,SELP,CHEMBL5378,BLOCKER
CHEMBL1983268,ENTRECTINIB,ROS1,CHEMBL5568,INHIBITOR
CHEMBL1983268,ENTRECTINIB,ALK,CHEMBL4247,INHIBITOR
CHEMBL4298128,ELEXACAFTOR,CFTR,CHEMBL4051,POSITIVE MODULATOR
CHEMBL3936761,ZANUBRUTINIB,BTK,CHEMBL5251,INHIBITOR
CHEMBL4164059,PITOLISANT HYDROCHLORIDE,HRH3,CHEMBL264,INVERSE AGONIST
CHEMBL3707393,OSILODROSTAT PHOSPHATE,CYP11B1,CHEMBL1908,INHIBITOR
CHEMBL3707246,OZANIMOD HYDROCHLORIDE,S1PR1,CHEMBL4333,MODULATOR
CHEMBL1237024,SIPULEUCEL-T,ACP3,CHEMBL2633,BINDING AGENT
CHEMBL3989989,AXICABTAGENE CILOLEUCEL,CD19,CHEMBL3390821,BINDING AGENT
CHEMBL4297240,ONASEMNOGENE ABEPARVOVEC,SMN1,CHEMBL1293232,EXOGENOUS GENE
CHEMBL3545313,BEMPEDOIC ACID,ACLY,CHEMBL3720,INHIBITOR
CHEMBL4065616,REMDESIVIR,L,CHEMBL4303062,INHIBITOR
CHEMBL4204794,AVAPRITINIB,KIT,CHEMBL1936,INHIBITOR
CHEMBL4204794,AVAPRITINIB,PDGFRA,CHEMBL2007,INHIBITOR
CHEMBL4594260,TAZEMETOSTAT HYDROBROMIDE,EZH2,CHEMBL2189110,INHIBITOR
CHEMBL2364629,RIMEGEPANT SULFATE,CALCRL,CHEMBL3798,ANTAGONIST
CHEMBL4297844,TRASTUZUMAB DERUXTECAN,ERBB2,CHEMBL1824,BINDING AGENT
CHEMBL4297844,TRASTUZUMAB DERUXTECAN,TOP1,CHEMBL1781,INHIBITOR
CHEMBL3301574,TISAGENLECLEUCEL,CD19,CHEMBL3390821,BINDING AGENT
CHEMBL3707275,VORETIGENE NEPARVOVEC,RPE65,CHEMBL3831182,EXOGENOUS GENE
CHEMBL25202,TAMIBAROTENE,RARB,CHEMBL2008,AGONIST
CHEMBL361812,RAMATROBAN,PTGDR2,CHEMBL5071,ANTAGONIST
CHEMBL86304,MOCLOBEMIDE,MAOA,CHEMBL1951,INHIBITOR
CHEMBL219916,DOMPERIDONE,DRD2,CHEMBL217,ANTAGONIST
CHEMBL1767408,DIQUAFOSOL TETRASODIUM,P2RY2,CHEMBL4398,AGONIST
CHEMBL1767408,DIQUAFOSOL TETRASODIUM,P2RY1,CHEMBL4315,AGONIST
CHEMBL9967,PIRENZEPINE,CHRM1,CHEMBL216,ANTAGONIST
CHEMBL2108593,EPOETIN ZETA,EPOR,CHEMBL1817,AGONIST
CHEMBL2109092,EPOETIN BETA,EPOR,CHEMBL1817,AGONIST
CHEMBL2109093,EPOETIN DELTA,EPOR,CHEMBL1817,AGONIST
CHEMBL3707314,METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA,EPOR,CHEMBL1817,AGONIST
CHEMBL2147777,TENELIGLIPTIN,DPP4,CHEMBL284,INHIBITOR
CHEMBL467058,LANINAMIVIR OCTANOATE,NA,CHEMBL6135,INHIBITOR
CHEMBL1929396,ANAGLIPTIN,DPP4,CHEMBL284,INHIBITOR
CHEMBL247951,PEMAFIBRATE,PPARA,CHEMBL239,AGONIST
CHEMBL317094,IMIDAPRIL,ACE,CHEMBL1808,INHIBITOR
CHEMBL91397,RUPATADINE,PTAFR,CHEMBL250,ANTAGONIST
CHEMBL91397,RUPATADINE,HRH1,CHEMBL231,ANTAGONIST
CHEMBL420762,MOZAVAPTAN,AVPR2,CHEMBL1790,ANTAGONIST
CHEMBL178803,BLONANSERIN,HTR2A,CHEMBL224,ANTAGONIST
CHEMBL178803,BLONANSERIN,DRD2,CHEMBL217,ANTAGONIST
CHEMBL361812,RAMATROBAN,TBXA2R,CHEMBL2069,ANTAGONIST
CHEMBL319144,MINODRONIC ACID,FDPS,CHEMBL1782,INHIBITOR
CHEMBL18116,TOLOXATONE,MAOA,CHEMBL1951,INHIBITOR
CHEMBL305660,EBASTINE,HRH1,CHEMBL231,INVERSE AGONIST
CHEMBL56337,EPALRESTAT,AKR1B1,CHEMBL1900,INHIBITOR
CHEMBL25202,TAMIBAROTENE,RARA,CHEMBL2055,AGONIST
CHEMBL289480,RILMENIDINE,NISCH,CHEMBL3923,AGONIST
CHEMBL142635,NAFTOPIDIL,ADRA1D,CHEMBL223,ANTAGONIST
CHEMBL19449,IBUDILAST,PDE3A,CHEMBL241,INHIBITOR
CHEMBL178803,BLONANSERIN,DRD3,CHEMBL234,ANTAGONIST
CHEMBL21333,PRANLUKAST,CYSLTR1,CHEMBL1798,ANTAGONIST
CHEMBL94454,MIZOLASTINE,HRH1,CHEMBL231,ANTAGONIST
CHEMBL259972,MOFEZOLAC,PTGS1,CHEMBL221,INHIBITOR
CHEMBL1767408,DIQUAFOSOL TETRASODIUM,P2RY6,CHEMBL4714,AGONIST
CHEMBL1767408,DIQUAFOSOL TETRASODIUM,P2RY4,CHEMBL2123,AGONIST
CHEMBL2108290,EPOETIN THETA,EPOR,CHEMBL1817,AGONIST
CHEMBL19449,IBUDILAST,PDE10A,CHEMBL4409,INHIBITOR
CHEMBL19449,IBUDILAST,PDE5A,CHEMBL1827,INHIBITOR
CHEMBL1615779,IOBENGUANE I 131,SLC6A2,CHEMBL222,SUBSTRATE
CHEMBL3301598,FOSTEMSAVIR TROMETHAMINE,env,CHEMBL3520,INHIBITOR
CHEMBL4297522,PEMIGATINIB,FGFR2,CHEMBL4142,INHIBITOR
CHEMBL3301583,ANDEXANET ALFA,TFPI,CHEMBL3713062,INHIBITOR
CHEMBL1779710,EVOGLIPTIN,DPP4,CHEMBL284,INHIBITOR
CHEMBL338975,PHYSOSTIGMINE SALICYLATE,ACHE,CHEMBL220,INHIBITOR
CHEMBL4216467,RIPRETINIB,KIT,CHEMBL1936,INHIBITOR
CHEMBL4297610,OLUTASIDENIB,IDH1,CHEMBL2007625,INHIBITOR
CHEMBL11662,OZAGREL,TBXAS1,CHEMBL1835,INHIBITOR
CHEMBL3237547,CEDAZURIDINE,CDA,CHEMBL4502,INHIBITOR
CHEMBL3301594,FOSTEMSAVIR,env,CHEMBL3520,INHIBITOR
CHEMBL4559134,SELPERCATINIB,RET,CHEMBL2041,INHIBITOR
CHEMBL2108332,BEPERMINOGENE PERPLASMID,MET,CHEMBL3717,AGONIST
CHEMBL4298209,BELANTAMAB MAFODOTIN,TNFRSF17,CHEMBL4523587,BINDING AGENT
CHEMBL26,SULPIRIDE,DRD2,CHEMBL217,ANTAGONIST
CHEMBL1323,DARUNAVIR,pol,CHEMBL243,INHIBITOR
CHEMBL3989944,DIROXIMEL FUMARATE,KEAP1,CHEMBL2069156,INHIBITOR
CHEMBL589586,MONOMETHYL FUMARATE,KEAP1,CHEMBL2069156,INHIBITOR
CHEMBL4298047,TAFASITAMAB,CD19,CHEMBL3390821,BINDING AGENT
CHEMBL3545262,SACITUZUMAB GOVITECAN,TOP1,CHEMBL1781,INHIBITOR
CHEMBL4297549,HUMAN C1-ESTERASE INHIBITOR,KLKB1,CHEMBL2000,INHIBITOR
CHEMBL4297522,PEMIGATINIB,FGFR3,CHEMBL2742,INHIBITOR
CHEMBL4297522,PEMIGATINIB,FGFR1,CHEMBL3650,INHIBITOR
CHEMBL4216467,RIPRETINIB,PDGFRA,CHEMBL2007,INHIBITOR
CHEMBL441738,AFAMELANOTIDE,MC1R,CHEMBL3795,AGONIST
CHEMBL3646221,VADADUSTAT,EGLN1,CHEMBL5697,INHIBITOR
CHEMBL3646221,VADADUSTAT,EGLN3,CHEMBL5705,INHIBITOR
CHEMBL3646221,VADADUSTAT,EGLN2,CHEMBL3028,INHIBITOR
CHEMBL2107383,VERNAKALANT HYDROCHLORIDE,KCNA5,CHEMBL4306,BLOCKER
CHEMBL2107383,VERNAKALANT HYDROCHLORIDE,KCNH2,CHEMBL240,BLOCKER
CHEMBL4594311,BETIBEGLOGENE AUTOTEMCEL,HBB,CHEMBL4331,EXOGENOUS GENE
CHEMBL4594618,BREXUCABTAGENE AUTOLEUCEL,CD19,CHEMBL3390821,BINDING AGENT
CHEMBL4065616,REMDESIVIR,rep,CHEMBL4523582,INHIBITOR
CHEMBL6067995,BEROTRALSTAT HYDROCHLORIDE,KLKB1,CHEMBL2000,INHIBITOR
CHEMBL363392,MARALIXIBAT,SLC10A2,CHEMBL2778,INHIBITOR
CHEMBL4297588,ODEVIXIBAT,SLC10A2,CHEMBL2778,INHIBITOR
CHEMBL4582651,PRALSETINIB,RET,CHEMBL2041,INHIBITOR
CHEMBL4298183,ATOLTIVIMAB,GP,CHEMBL4105829,INHIBITOR
CHEMBL4298184,MAFTIVIMAB,GP,CHEMBL4105829,INHIBITOR
CHEMBL4298188,ODESIVIMAB,GP,CHEMBL4105829,INHIBITOR
CHEMBL2107383,VERNAKALANT HYDROCHLORIDE,KCND3,CHEMBL1964,BLOCKER
CHEMBL2107383,VERNAKALANT HYDROCHLORIDE,SCN5A,CHEMBL1980,BLOCKER
CHEMBL4297841,TISOTUMAB VEDOTIN,F3,CHEMBL4081,BINDING AGENT
CHEMBL3707290,SOMAPACITAN,GHR,CHEMBL1976,AGONIST
CHEMBL4297549,HUMAN C1-ESTERASE INHIBITOR,F12,CHEMBL2821,INHIBITOR
CHEMBL4297549,HUMAN C1-ESTERASE INHIBITOR,F11,CHEMBL2820,INHIBITOR
CHEMBL4297549,HUMAN C1-ESTERASE INHIBITOR,C1S,CHEMBL3913,INHIBITOR
CHEMBL1742466,LANDIOLOL,ADRB1,CHEMBL213,ANTAGONIST
CHEMBL4594388,ANSUVIMAB,GP,CHEMBL4105829,BINDING AGENT
CHEMBL1089318,OPICAPONE,COMT,CHEMBL2023,INHIBITOR
CHEMBL3989937,CAPMATINIB HYDROCHLORIDE,MET,CHEMBL3717,INHIBITOR
CHEMBL4594292,TEPOTINIB HYDROCHLORIDE,MET,CHEMBL3717,INHIBITOR
CHEMBL4297666,OMIDENEPAG ISOPROPYL,PTGER2,CHEMBL1881,AGONIST
CHEMBL4298124,DOSTARLIMAB,PDCD1,CHEMBL3307223,ANTAGONIST
CHEMBL4298037,RETIFANLIMAB,PDCD1,CHEMBL3307223,ANTAGONIST
CHEMBL4594535,SUGEMALIMAB,CD274,CHEMBL3580522,BINDING AGENT
CHEMBL2403238,CABOTEGRAVIR,pol,CHEMBL3471,INHIBITOR
CHEMBL3989915,DIFELIKEFALIN,OPRK1,CHEMBL237,AGONIST
CHEMBL4297820,ROZANOLIXIZUMAB,FCGRT,CHEMBL5966,INHIBITOR
CHEMBL4297794,NEMOLIZUMAB,IL31RA,CHEMBL4630894,INHIBITOR
CHEMBL4594448,IPTACOPAN,CFB,CHEMBL5731,INHIBITOR
CHEMBL4297700,BIMEKIZUMAB,IL17A,CHEMBL3390822,INHIBITOR
CHEMBL3608680,FEZOLINETANT,TACR3,CHEMBL4429,ANTAGONIST
CHEMBL4297778,LONCASTUXIMAB TESIRINE,CD19,CHEMBL3390821,BINDING AGENT
CHEMBL4297843,TORIPALIMAB,PDCD1,CHEMBL3307223,ANTAGONIST
CHEMBL3990044,RELATLIMAB,LAG3,CHEMBL4630881,INHIBITOR
CHEMBL4298199,IDECABTAGENE VICLEUCEL,TNFRSF17,CHEMBL4523587,BINDING AGENT
CHEMBL4297990,TEBENTAFUSP,PMEL,CHEMBL3712988,BINDING AGENT
CHEMBL3990039,MARSTACIMAB,TFPI,CHEMBL3713062,INHIBITOR
CHEMBL314437,MEPTAZINOL,OPRM1,CHEMBL233,PARTIAL AGONIST
CHEMBL3707395,ELAFIBRANOR,PPARA,CHEMBL239,AGONIST
CHEMBL3707395,ELAFIBRANOR,PPARD,CHEMBL3979,AGONIST
CHEMBL4297245,DONANEMAB,APP,CHEMBL2487,DISRUPTING AGENT
CHEMBL4297700,BIMEKIZUMAB,IL17F,CHEMBL4630880,INHIBITOR
CHEMBL3940890,ACORAMIDIS,TTR,CHEMBL3194,STABILISER
CHEMBL4297730,CONCIZUMAB,TFPI,CHEMBL3713062,INHIBITOR
CHEMBL2018096,IPRAGLIFLOZIN,SLC5A2,CHEMBL3884,INHIBITOR
CHEMBL4650215,INAVOLISIB,PIK3CA,CHEMBL4005,INHIBITOR
CHEMBL4297513,IBREXAFUNGERP,GSC1,CHEMBL2364673,INHIBITOR
CHEMBL4297879,.ALPHA.1-PROTEINASE INHIBITOR HUMAN,ELANE,CHEMBL248,INHIBITOR
CHEMBL1199307,DISTIGMINE,ACHE,CHEMBL220,INHIBITOR
CHEMBL4297840,TISLELIZUMAB,PDCD1,CHEMBL3307223,INHIBITOR
CHEMBL4298086,POZELIMAB,C5,CHEMBL2364163,INHIBITOR
CHEMBL4297832,SUTIMLIMAB,C1S,CHEMBL3913,INHIBITOR
CHEMBL3643413,LENIOLISIB,PIK3CD,CHEMBL3130,INHIBITOR
CHEMBL6995,PRACTOLOL,ADRB1,CHEMBL213,INHIBITOR
CHEMBL4297750,FARICIMAB,ANGPT2,CHEMBL3580489,INHIBITOR
CHEMBL4297750,FARICIMAB,VEGFA,CHEMBL1783,INHIBITOR
CHEMBL4298211,PEGCETACOPLAN,C3,CHEMBL4917,INHIBITOR
CHEMBL3991065,ATOGEPANT,CALCRL,CHEMBL3798,ANTAGONIST
CHEMBL4297551,EFGARTIGIMOD ALFA,FCGRT,CHEMBL5966,ANTAGONIST
CHEMBL2109128,LENOGRASTIM,CSF3R,CHEMBL1996,AGONIST
CHEMBL259571,TAPINAROF,AHR,CHEMBL3201,AGONIST
CHEMBL3707276,VOSORITIDE,NPR2,CHEMBL1795,BINDING AGENT
CHEMBL5314379,VOCLOSPORIN,PPP3CA,CHEMBL4445,INHIBITOR
CHEMBL4535757,SOTORASIB,KRAS,CHEMBL2189121,INHIBITOR
CHEMBL4250860,DANICOPAN,CFD,CHEMBL2176771,INHIBITOR
CHEMBL518924,MAVORIXAFOR,CXCR4,CHEMBL2107,ANTAGONIST
CHEMBL4650274,DASIGLUCAGON HYDROCHLORIDE,GCGR,CHEMBL1985,AGONIST
CHEMBL4650272,TRILACICLIB DIHYDROCHLORIDE,CDK6,CHEMBL2508,INHIBITOR
CHEMBL4650273,SETMELANOTIDE ACETATE,MC4R,CHEMBL259,AGONIST
CHEMBL4594214,ZICONOTIDE,CACNA1B,CHEMBL4478,BLOCKER
CHEMBL4585668,BELZUTIFAN,EPAS1,CHEMBL1744522,INHIBITOR
CHEMBL2106483,VILOXAZINE HYDROCHLORIDE,SLC6A2,CHEMBL222,INHIBITOR
CHEMBL4298139,SERDEXMETHYLPHENIDATE CHLORIDE,SLC6A2,CHEMBL222,INHIBITOR
CHEMBL4298139,SERDEXMETHYLPHENIDATE CHLORIDE,SLC6A3,CHEMBL238,INHIBITOR
CHEMBL4301162,SERDEXMETHYLPHENIDATE,SLC6A3,CHEMBL238,INHIBITOR
CHEMBL4301162,SERDEXMETHYLPHENIDATE,SLC6A2,CHEMBL222,INHIBITOR
CHEMBL3137330,CABOTEGRAVIR SODIUM,pol,CHEMBL3471,INHIBITOR
CHEMBL4650272,TRILACICLIB DIHYDROCHLORIDE,CDK4,CHEMBL331,INHIBITOR
CHEMBL1946170,REGORAFENIB,EPHA2,CHEMBL2068,INHIBITOR
CHEMBL1946170,REGORAFENIB,NTRK1,CHEMBL2815,INHIBITOR
CHEMBL4298185,LONAPEGSOMATROPIN,GHR,CHEMBL1976,AGONIST
CHEMBL4298168,IBREXAFUNGERP CITRATE,GSC1,CHEMBL2364673,INHIBITOR
CHEMBL4650393,EPCORITAMAB,MS4A1,CHEMBL2058,BINDING AGENT
CHEMBL4297774,AMIVANTAMAB,EGFR,CHEMBL203,INHIBITOR
CHEMBL4594608,AXATILIMAB,CSF1R,CHEMBL1844,INHIBITOR
CHEMBL2105756,TIVOZANIB HYDROCHLORIDE,KIT,CHEMBL1936,INHIBITOR
CHEMBL4298092,GLOFITAMAB,MS4A1,CHEMBL2058,BINDING AGENT
CHEMBL21536,XANOMELINE,CHRM4,CHEMBL1821,AGONIST
CHEMBL21536,XANOMELINE,CHRM1,CHEMBL216,AGONIST
CHEMBL2005186,BELUMOSUDIL,ROCK2,CHEMBL2973,INHIBITOR
CHEMBL2105749,SAMIDORPHAN L-MALATE,OPRK1,CHEMBL237,PARTIAL AGONIST
CHEMBL4297575,NIRSEVIMAB,F,CHEMBL2364165,INHIBITOR
CHEMBL4594438,LENACAPAVIR,gag,CHEMBL2366504,INHIBITOR
CHEMBL1257015,PICOTAMIDE,TBXAS1,CHEMBL1835,INHIBITOR
CHEMBL2105749,SAMIDORPHAN L-MALATE,OPRD1,CHEMBL236,PARTIAL AGONIST
CHEMBL175691,RILPIVIRINE,pol,CHEMBL247,INHIBITOR
CHEMBL4297774,AMIVANTAMAB,MET,CHEMBL3717,INHIBITOR
CHEMBL4594316,CROVALIMAB,C5,CHEMBL2364163,INHIBITOR
CHEMBL4594350,ADAGRASIB,KRAS,CHEMBL2189121,INHIBITOR
CHEMBL1257015,PICOTAMIDE,TBXA2R,CHEMBL2069,INHIBITOR
CHEMBL4297839,TIRZEPATIDE,GIPR,CHEMBL4383,AGONIST
CHEMBL203321,BRINCIDOFOVIR,OPG071,CHEMBL3988586,INHIBITOR
CHEMBL17879,MARALIXIBAT CHLORIDE,SLC10A2,CHEMBL2778,INHIBITOR
CHEMBL4435170,DEUCRAVACITINIB,TYK2,CHEMBL3553,NEGATIVE ALLOSTERIC MODULATOR
CHEMBL451930,PLITIDEPSIN,EEF1A2,CHEMBL1795122,INHIBITOR
CHEMBL3707359,DAXIBOTULINUMTOXINA,SNAP25,CHEMBL2364159,INHIBITOR
CHEMBL4594505,TECLISTAMAB,TNFRSF17,CHEMBL4523587,BINDING AGENT
CHEMBL2218861,QUINAGOLIDE,DRD2,CHEMBL217,AGONIST
CHEMBL2105756,TIVOZANIB HYDROCHLORIDE,PDGFRB,CHEMBL1913,INHIBITOR
CHEMBL4650485,PIRTOBRUTINIB,BTK,CHEMBL5251,INHIBITOR
CHEMBL4594503,TALQUETAMAB,GPRC5D,CHEMBL4523925,BINDING AGENT
CHEMBL4297839,TIRZEPATIDE,GLP1R,CHEMBL1784,AGONIST
CHEMBL4802223,LEUPROLIDE MESYLATE,GNRHR,CHEMBL1855,AGONIST
CHEMBL20883,TEGAFUR,TYMS,CHEMBL1952,INHIBITOR
CHEMBL2105749,SAMIDORPHAN L-MALATE,OPRM1,CHEMBL233,ANTAGONIST
CHEMBL4297788,MOSUNETUZUMAB,MS4A1,CHEMBL2058,BINDING AGENT
CHEMBL4297809,ELRANATAMAB,TNFRSF17,CHEMBL4523587,BINDING AGENT
CHEMBL374975,FUSIDIC ACID,fusA,CHEMBL4665583,INHIBITOR
CHEMBL3990034,FIDANACOGENE ELAPARVOVEC,F9,CHEMBL2016,EXOGENOUS GENE
CHEMBL1256987,FUSIDATE SODIUM,fusA,CHEMBL4665583,INHIBITOR
CHEMBL1492500,DOTHIEPIN,SLC6A2,CHEMBL222,INHIBITOR
CHEMBL4650319,MOBOCERTINIB,EGFR,CHEMBL203,INHIBITOR
CHEMBL4650524,SOTROVIMAB,S,CHEMBL4662936,INHIBITOR
CHEMBL1492500,DOTHIEPIN,SLC6A4,CHEMBL228,INHIBITOR
CHEMBL3989869,UMBRALISIB TOSYLATE,CSNK1E,CHEMBL4937,INHIBITOR
CHEMBL3989869,UMBRALISIB TOSYLATE,ABL1,CHEMBL1862,INHIBITOR
CHEMBL4594406,LUTETIUM LU-177 VIPIVOTIDE TETRAXETAN,FOLH1,CHEMBL1892,BINDING AGENT
CHEMBL295698,LEVOKETOCONAZOLE,CYP11B1,CHEMBL1908,INHIBITOR
CHEMBL295698,LEVOKETOCONAZOLE,CYP11B2,CHEMBL2722,INHIBITOR
CHEMBL2109046,"INSULIN, PROTAMINE ZINC",INSR,CHEMBL1981,AGONIST
CHEMBL3833384,EFLAPEGRASTIM,CSF3R,CHEMBL1996,AGONIST
CHEMBL4594598,EFTRENONACOG ALFA,F9,CHEMBL2016,EXOGENOUS PROTEIN
CHEMBL2108348,NONACOG BETA PEGOL,F9,CHEMBL2016,EXOGENOUS PROTEIN
CHEMBL4303525,OMAVELOXOLONE,NFE2L2,CHEMBL1075094,ACTIVATOR
CHEMBL4297729,COSIBELIMAB,CD274,CHEMBL3580522,INHIBITOR
CHEMBL277535,BIFONAZOLE,ERG11,CHEMBL4662933,INHIBITOR
CHEMBL4558324,LAZERTINIB,EGFR,CHEMBL203,INHIBITOR
CHEMBL2103772,RACECADOTRIL,MME,CHEMBL1944,INHIBITOR
CHEMBL4594584,"ANTIHEMOPHILIC FACTOR, PEGYLATED (MW 20000) HUMAN SEQUENCE RECOMBINANT",F8,CHEMBL3143,EXOGENOUS PROTEIN
