drug_id,disease_id,disease_name,max_phase,drug_name
CHEMBL2021430,EFO_0009456,exfoliative dermatitis,4.0,DEXAMETHASONE SODIUM PHOSPHATE
CHEMBL2021430,EFO_0009609,myocarditis,4.0,DEXAMETHASONE SODIUM PHOSPHATE
CHEMBL2021430,EFO_1001896,lateral epicondylitis,4.0,DEXAMETHASONE SODIUM PHOSPHATE
CHEMBL2021430,HP_0001094,Iridocyclitis,4.0,DEXAMETHASONE SODIUM PHOSPHATE
CHEMBL2021430,HP_0003040,Arthropathy,3.0,DEXAMETHASONE SODIUM PHOSPHATE
CHEMBL2021430,HP_0012424,Chorioretinitis,4.0,DEXAMETHASONE SODIUM PHOSPHATE
CHEMBL2021430,MONDO_0001280,choroiditis,4.0,DEXAMETHASONE SODIUM PHOSPHATE
CHEMBL2021430,MONDO_0015128,primary adrenal insufficiency,4.0,DEXAMETHASONE SODIUM PHOSPHATE
CHEMBL104,MONDO_0002026,candidiasis,4.0,CLOTRIMAZOLE
CHEMBL29,EFO_0000771,bacterial disease,4.0,
CHEMBL29,EFO_1001888,eye infection,4.0,
CHEMBL29,MONDO_0002258,pharyngitis,3.0,
CHEMBL1200640,EFO_0001070,folate deficiency,4.0,
CHEMBL413965,HP_0001907,Thromboembolism,3.0,
CHEMBL688,EFO_0004244,interstitial lung disease,3.0,FENTANYL CITRATE
CHEMBL688,EFO_0009727,shortness of breath,3.0,FENTANYL CITRATE
CHEMBL688,HP_0003419,Low back pain,3.0,FENTANYL CITRATE
CHEMBL294199,EFO_0004616,"osteoarthritis, knee",3.0,CAPSAICIN
CHEMBL294199,EFO_0009387,peripheral nervous system disease,3.0,CAPSAICIN
CHEMBL294199,EFO_0009430,neuralgia,4.0,CAPSAICIN
CHEMBL294199,MONDO_0001583,diabetic polyneuropathy,3.0,CAPSAICIN
CHEMBL294199,MONDO_0007254,breast cancer,3.0,CAPSAICIN
CHEMBL5314362,EFO_0000763,viral disease,4.0,ENTECAVIR
CHEMBL113,HP_0003419,Low back pain,3.0,
CHEMBL551978,EFO_0010282,gastrointestinal disease,3.0,
CHEMBL1575,MONDO_0008315,prostate cancer,3.0,
CHEMBL1511,HP_0008209,Premature ovarian insufficiency,4.0,ESTRADIOL VALERATE
CHEMBL1511,MONDO_0002146,hypogonadism,4.0,ESTRADIOL VALERATE
CHEMBL672,EFO_0000537,hypertension,3.0,FENOFIBRATE
CHEMBL672,EFO_0003914,atherosclerosis,3.0,FENOFIBRATE
CHEMBL672,EFO_1000727,lipodystrophy,3.0,FENOFIBRATE
CHEMBL672,MONDO_0037748,hyperlipoproteinemia,3.0,FENOFIBRATE
CHEMBL460287,EFO_0000616,neoplasm,4.0,
CHEMBL1480,EFO_0003914,atherosclerosis,3.0,FELODIPINE
CHEMBL1480,HP_0003124,Hypercholesterolemia,3.0,FELODIPINE
CHEMBL1512949,EFO_0010282,gastrointestinal disease,3.0,
CHEMBL384467,EFO_0000218,acute erythroleukemia,3.0,DEXAMETHASONE
CHEMBL384467,EFO_0000221,acute monocytic leukemia,3.0,DEXAMETHASONE
CHEMBL384467,EFO_0000223,acute myelomonocytic leukemia,3.0,DEXAMETHASONE
CHEMBL384467,EFO_0000694,severe acute respiratory syndrome,3.0,DEXAMETHASONE
CHEMBL384467,EFO_0003025,acute megakaryoblastic leukaemia,3.0,DEXAMETHASONE
CHEMBL384467,EFO_0003027,acute myeloblastic leukemia without maturation,3.0,DEXAMETHASONE
CHEMBL384467,EFO_0003802,refractory anemia,3.0,DEXAMETHASONE
CHEMBL384467,EFO_0003811,refractory anemia with excess blasts,3.0,DEXAMETHASONE
CHEMBL384467,EFO_0003893,ovarian neoplasm,3.0,DEXAMETHASONE
CHEMBL384467,EFO_0004272,anemia (phenotype),3.0,DEXAMETHASONE
CHEMBL384467,EFO_0007541,viral pneumonia,3.0,DEXAMETHASONE
CHEMBL384467,EFO_0008997,synovitis,4.0,DEXAMETHASONE
CHEMBL384467,EFO_0009449,keratitis,4.0,DEXAMETHASONE
CHEMBL384467,EFO_0009456,exfoliative dermatitis,4.0,DEXAMETHASONE
CHEMBL384467,EFO_0009552,hemorrhoid,4.0,DEXAMETHASONE
CHEMBL384467,EFO_0009609,myocarditis,4.0,DEXAMETHASONE
CHEMBL384467,EFO_1001779,chronic myelomonocytic leukemia,3.0,DEXAMETHASONE
CHEMBL384467,EFO_1001896,lateral epicondylitis,4.0,DEXAMETHASONE
CHEMBL384467,HP_0001094,Iridocyclitis,4.0,DEXAMETHASONE
CHEMBL384467,HP_0002013,Vomiting,3.0,DEXAMETHASONE
CHEMBL384467,HP_0012424,Chorioretinitis,4.0,DEXAMETHASONE
CHEMBL384467,HP_0012532,Chronic pain,3.0,DEXAMETHASONE
CHEMBL384467,MONDO_0000870,childhood acute lymphoblastic leukemia,3.0,DEXAMETHASONE
CHEMBL384467,MONDO_0000873,lymphoblastic lymphoma,3.0,DEXAMETHASONE
CHEMBL384467,MONDO_0001280,choroiditis,4.0,DEXAMETHASONE
CHEMBL384467,MONDO_0002331,nephrosis,3.0,DEXAMETHASONE
CHEMBL384467,MONDO_0002406,dermatitis,4.0,DEXAMETHASONE
CHEMBL384467,MONDO_0003005,macular retinal edema,4.0,DEXAMETHASONE
CHEMBL384467,MONDO_0007254,breast cancer,3.0,DEXAMETHASONE
CHEMBL384467,MONDO_0008170,ovarian cancer,3.0,DEXAMETHASONE
CHEMBL384467,MONDO_0008315,prostate cancer,3.0,DEXAMETHASONE
CHEMBL384467,MONDO_0009348,classic Hodgkin lymphoma,3.0,DEXAMETHASONE
CHEMBL384467,MONDO_0013730,graft versus host disease,3.0,DEXAMETHASONE
CHEMBL384467,MONDO_0015128,primary adrenal insufficiency,4.0,DEXAMETHASONE
CHEMBL384467,MONDO_0015540,hemophagocytic syndrome,3.0,DEXAMETHASONE
CHEMBL384467,MONDO_0016226,specific language disorder,3.0,DEXAMETHASONE
CHEMBL384467,MONDO_0019460,acute leukemia of ambiguous lineage,3.0,DEXAMETHASONE
CHEMBL384467,MONDO_0019472,extranodal nasal NK/T cell lymphoma,3.0,DEXAMETHASONE
CHEMBL384467,MONDO_0044917,T-lymphoblastic lymphoma,3.0,DEXAMETHASONE
CHEMBL1034,EFO_0010072,toothache,3.0,
CHEMBL1034,HP_0003419,Low back pain,3.0,
CHEMBL1034,MONDO_0001187,urinary bladder cancer,3.0,
CHEMBL1034,MONDO_0002959,radiculopathy,3.0,
CHEMBL395091,MONDO_0002050,depressive disorder,4.0,
CHEMBL1200979,EFO_0003966,eye disease,4.0,
CHEMBL12,HP_0000713,Agitation,4.0,
CHEMBL1200374,EFO_0000432,breast ductal carcinoma in situ,3.0,EXEMESTANE
CHEMBL1200374,MONDO_0007254,breast cancer,4.0,EXEMESTANE
CHEMBL1200374,MONDO_0008170,ovarian cancer,3.0,EXEMESTANE
CHEMBL1222250,HP_0002619,Varicose veins,4.0,
CHEMBL1222250,MONDO_0001475,neutropenia,3.0,
CHEMBL1200804,EFO_0010072,toothache,3.0,
CHEMBL219916,EFO_0010282,gastrointestinal disease,4.0,DOMPERIDONE
CHEMBL1628234,EFO_1001904,oral mucositis,3.0,DOXEPIN HYDROCHLORIDE
CHEMBL997,EFO_0003820,bone neoplasm,3.0,
CHEMBL997,EFO_0003843,pain,3.0,
CHEMBL997,EFO_0009708,metastasis,3.0,
CHEMBL997,MONDO_0007254,breast cancer,3.0,
CHEMBL389621,EFO_0000209,T-cell acute lymphoblastic leukemia,3.0,HYDROCORTISONE
CHEMBL389621,EFO_0000218,acute erythroleukemia,3.0,HYDROCORTISONE
CHEMBL389621,EFO_0000221,acute monocytic leukemia,3.0,HYDROCORTISONE
CHEMBL389621,EFO_0000223,acute myelomonocytic leukemia,3.0,HYDROCORTISONE
CHEMBL389621,EFO_0003025,acute megakaryoblastic leukaemia,3.0,HYDROCORTISONE
CHEMBL389621,EFO_0003027,acute myeloblastic leukemia without maturation,3.0,HYDROCORTISONE
CHEMBL389621,EFO_0003802,refractory anemia,3.0,HYDROCORTISONE
CHEMBL389621,EFO_0003811,refractory anemia with excess blasts,3.0,HYDROCORTISONE
CHEMBL389621,EFO_0007328,influenza,3.0,HYDROCORTISONE
CHEMBL389621,EFO_0007541,viral pneumonia,3.0,HYDROCORTISONE
CHEMBL389621,EFO_0009444,hypoxia,3.0,HYDROCORTISONE
CHEMBL389621,EFO_0009552,hemorrhoid,4.0,HYDROCORTISONE
CHEMBL389621,EFO_1001779,chronic myelomonocytic leukemia,3.0,HYDROCORTISONE
CHEMBL389621,MONDO_0000870,childhood acute lymphoblastic leukemia,3.0,HYDROCORTISONE
CHEMBL389621,MONDO_0000873,lymphoblastic lymphoma,3.0,HYDROCORTISONE
CHEMBL389621,MONDO_0002406,dermatitis,4.0,HYDROCORTISONE
CHEMBL389621,MONDO_0008315,prostate cancer,3.0,HYDROCORTISONE
CHEMBL389621,MONDO_0019460,acute leukemia of ambiguous lineage,3.0,HYDROCORTISONE
CHEMBL1086,EFO_0009552,hemorrhoid,4.0,
CHEMBL1229908,EFO_0000684,respiratory system disease,4.0,
CHEMBL223228,EFO_0000763,viral disease,4.0,EFAVIRENZ
CHEMBL460026,HP_0002039,Anorexia,3.0,
CHEMBL460026,MONDO_0001751,cholestasis,3.0,
CHEMBL460026,MONDO_0002009,major depressive disorder,3.0,
CHEMBL5314366,EFO_0009454,gastric ulcer,4.0,
CHEMBL135,EFO_0001358,post-traumatic stress disorder,3.0,ESTRADIOL
CHEMBL135,EFO_0003843,pain,3.0,ESTRADIOL
CHEMBL135,EFO_0010269,amenorrhea,3.0,ESTRADIOL
CHEMBL135,EFO_1001375,Myocardial Ischemia,3.0,ESTRADIOL
CHEMBL135,HP_0008209,Premature ovarian insufficiency,4.0,ESTRADIOL
CHEMBL135,HP_0030016,Dyspareunia,4.0,ESTRADIOL
CHEMBL135,HP_0031217,Hot flashes,3.0,ESTRADIOL
CHEMBL135,MONDO_0001410,postmenopausal atrophic vaginitis,4.0,ESTRADIOL
CHEMBL135,MONDO_0002146,hypogonadism,4.0,ESTRADIOL
CHEMBL135,MONDO_0007254,breast cancer,4.0,ESTRADIOL
CHEMBL135,MONDO_0008315,prostate cancer,3.0,ESTRADIOL
CHEMBL252556,EFO_0003888,attention deficit hyperactivity disorder,4.0,
CHEMBL53463,EFO_0000502,ganglioneuroblastoma,3.0,
CHEMBL53463,EFO_1000292,Hepatoblastoma,3.0,
CHEMBL53463,MONDO_0000870,childhood acute lymphoblastic leukemia,3.0,
CHEMBL53463,MONDO_0000873,lymphoblastic lymphoma,3.0,
CHEMBL53463,MONDO_0001187,urinary bladder cancer,3.0,
CHEMBL53463,MONDO_0001475,neutropenia,3.0,
CHEMBL53463,MONDO_0001657,brain cancer,3.0,
CHEMBL53463,MONDO_0002087,peritoneum cancer,3.0,
CHEMBL53463,MONDO_0002158,fallopian tube cancer,3.0,
CHEMBL53463,MONDO_0002691,liver cancer,3.0,
CHEMBL53463,MONDO_0007254,breast cancer,3.0,
CHEMBL53463,MONDO_0008170,ovarian cancer,3.0,
CHEMBL53463,MONDO_0009348,classic Hodgkin lymphoma,3.0,
CHEMBL53463,MONDO_0011962,endometrial cancer,3.0,
CHEMBL53463,MONDO_0015540,hemophagocytic syndrome,3.0,
CHEMBL53463,MONDO_0016717,choroid plexus neoplasm,3.0,
CHEMBL53463,MONDO_0018531,carcinoma of liver and intrahepatic biliary tract,3.0,
CHEMBL53463,MONDO_0018906,follicular lymphoma,3.0,
CHEMBL53463,MONDO_0019460,acute leukemia of ambiguous lineage,3.0,
CHEMBL53463,MONDO_0019471,adult T-cell leukemia/lymphoma,3.0,
CHEMBL53463,MONDO_0019472,extranodal nasal NK/T cell lymphoma,3.0,
CHEMBL696,HP_0001250,Seizure,3.0,
CHEMBL41286,EFO_0004616,"osteoarthritis, knee",3.0,
CHEMBL465,EFO_0004616,"osteoarthritis, knee",3.0,DRONABINOL
CHEMBL411,MONDO_0008315,prostate cancer,3.0,DIETHYLSTILBESTROL
CHEMBL1714,MONDO_0002009,major depressive disorder,3.0,
CHEMBL1200851,EFO_0010282,gastrointestinal disease,4.0,
CHEMBL1633,EFO_0003931,bone fracture,3.0,KETOTIFEN FUMARATE
CHEMBL1633,MONDO_0002406,dermatitis,3.0,KETOTIFEN FUMARATE
CHEMBL6622,EFO_0009552,hemorrhoid,4.0,
CHEMBL1200969,MONDO_0002146,hypogonadism,3.0,
CHEMBL1200969,MONDO_0008315,prostate cancer,3.0,
CHEMBL1201116,EFO_0000771,bacterial disease,4.0,
CHEMBL1331216,EFO_0010282,gastrointestinal disease,4.0,
CHEMBL254857,EFO_0003888,attention deficit hyperactivity disorder,4.0,
CHEMBL1200810,EFO_0005754,parathyroid disease,4.0,DOXERCALCIFEROL
CHEMBL1200699,EFO_0007272,filarial elephantiasis,3.0,DOXYCYCLINE
CHEMBL1200699,EFO_0007430,persian gulf syndrome,3.0,DOXYCYCLINE
CHEMBL1096882,EFO_0000218,acute erythroleukemia,3.0,
CHEMBL1096882,EFO_0000221,acute monocytic leukemia,3.0,
CHEMBL1096882,EFO_0000223,acute myelomonocytic leukemia,3.0,
CHEMBL1096882,EFO_0002428,chronic myeloproliferative disorder,3.0,
CHEMBL1096882,EFO_0003027,acute myeloblastic leukemia without maturation,3.0,
CHEMBL1096882,EFO_0003811,refractory anemia with excess blasts,3.0,
CHEMBL1096882,MONDO_0000870,childhood acute lymphoblastic leukemia,3.0,
CHEMBL1096882,MONDO_0000873,lymphoblastic lymphoma,3.0,
CHEMBL1096882,MONDO_0018906,follicular lymphoma,3.0,
CHEMBL54,HP_0000713,Agitation,3.0,HALOPERIDOL
CHEMBL467,EFO_0004251,myeloproliferative disorder,3.0,
CHEMBL467,HP_0001871,Abnormality of blood and blood-forming tissues,3.0,
CHEMBL1282,EFO_0007328,influenza,3.0,IMIQUIMOD
CHEMBL1282,MONDO_0024475,squamous cell intraepithelial neoplasia,3.0,IMIQUIMOD
CHEMBL1024,EFO_0000209,T-cell acute lymphoblastic leukemia,3.0,
CHEMBL1024,EFO_0000239,adrenal gland pheochromocytoma,3.0,
CHEMBL1024,EFO_0007362,mediastinal cancer,3.0,
CHEMBL1024,EFO_1000158,Central Nervous System Neoplasm,3.0,
CHEMBL1024,MONDO_0000870,childhood acute lymphoblastic leukemia,3.0,
CHEMBL1024,MONDO_0000873,lymphoblastic lymphoma,3.0,
CHEMBL1024,MONDO_0002158,fallopian tube cancer,3.0,
CHEMBL1024,MONDO_0002367,kidney cancer,3.0,
CHEMBL1024,MONDO_0002601,teratoma,3.0,
CHEMBL1024,MONDO_0002974,cervical cancer,3.0,
CHEMBL1024,MONDO_0008170,ovarian cancer,3.0,
CHEMBL1024,MONDO_0008903,lung cancer,3.0,
CHEMBL1024,MONDO_0009348,classic Hodgkin lymphoma,3.0,
CHEMBL1024,MONDO_0011962,endometrial cancer,3.0,
CHEMBL1024,MONDO_0018906,follicular lymphoma,3.0,
CHEMBL1453317,EFO_0001067,parasitic infection,4.0,
CHEMBL106,MONDO_0002026,candidiasis,4.0,FLUCONAZOLE
CHEMBL106,MONDO_0002041,fungal infectious disease,3.0,FLUCONAZOLE
CHEMBL106,MONDO_0002234,vaginitis,3.0,FLUCONAZOLE
CHEMBL296306,HP_0001298,Encephalopathy,3.0,
CHEMBL1646,MONDO_0002635,periodontal disorder,3.0,
CHEMBL1444,EFO_0009708,metastasis,3.0,LETROZOLE
CHEMBL1444,MONDO_0007254,breast cancer,4.0,LETROZOLE
CHEMBL1444,MONDO_0008170,ovarian cancer,3.0,LETROZOLE
CHEMBL1444,MONDO_0011962,endometrial cancer,3.0,LETROZOLE
CHEMBL1201138,EFO_0000209,T-cell acute lymphoblastic leukemia,3.0,
CHEMBL1201138,EFO_0007448,pneumocystosis,3.0,
CHEMBL1201138,EFO_1001949,colon adenocarcinoma,3.0,
CHEMBL1201138,MONDO_0000870,childhood acute lymphoblastic leukemia,3.0,
CHEMBL1201138,MONDO_0000873,lymphoblastic lymphoma,3.0,
CHEMBL1201138,MONDO_0001056,gastric cancer,3.0,
CHEMBL1201138,MONDO_0001657,brain cancer,3.0,
CHEMBL1201138,MONDO_0002120,neuroendocrine carcinoma,3.0,
CHEMBL1201138,MONDO_0002691,liver cancer,3.0,
CHEMBL1201138,MONDO_0003060,biliary tract cancer,3.0,
CHEMBL1201138,MONDO_0007576,esophageal cancer,3.0,
CHEMBL1201138,MONDO_0016717,choroid plexus neoplasm,3.0,
CHEMBL1201138,MONDO_0021063,malignant colon neoplasm,3.0,
CHEMBL1201138,MONDO_0044917,T-lymphoblastic lymphoma,3.0,
CHEMBL1201138,MONDO_0044937,rectal carcinoma,3.0,
CHEMBL328190,MONDO_0007254,breast cancer,3.0,
CHEMBL56900,HP_0002017,Nausea and vomiting,3.0,
CHEMBL1556,EFO_0003966,eye disease,3.0,
CHEMBL1200328,MONDO_0002009,major depressive disorder,4.0,DULOXETINE HYDROCHLORIDE
CHEMBL1200328,MONDO_0002050,depressive disorder,3.0,DULOXETINE HYDROCHLORIDE
CHEMBL494,EFO_1001145,Raynaud disease,3.0,ILOPROST
CHEMBL494,MONDO_0005149,pulmonary hypertension,4.0,ILOPROST
CHEMBL1201752,MONDO_0007254,breast cancer,4.0,
CHEMBL1201752,MONDO_0011962,endometrial cancer,3.0,
CHEMBL185,EFO_0000294,bladder tumor,3.0,FLUOROURACIL
CHEMBL185,EFO_0002938,hypopharyngeal carcinoma,3.0,FLUOROURACIL
CHEMBL185,EFO_1001901,neuroendocrine neoplasm,3.0,FLUOROURACIL
CHEMBL185,EFO_1001949,colon adenocarcinoma,3.0,FLUOROURACIL
CHEMBL185,MONDO_0001056,gastric cancer,3.0,FLUOROURACIL
CHEMBL185,MONDO_0001187,urinary bladder cancer,3.0,FLUOROURACIL
CHEMBL185,MONDO_0001879,anus cancer,3.0,FLUOROURACIL
CHEMBL185,MONDO_0002120,neuroendocrine carcinoma,3.0,FLUOROURACIL
CHEMBL185,MONDO_0002358,laryngeal carcinoma,3.0,FLUOROURACIL
CHEMBL185,MONDO_0002367,kidney cancer,3.0,FLUOROURACIL
CHEMBL185,MONDO_0002691,liver cancer,3.0,FLUOROURACIL
CHEMBL185,MONDO_0002974,cervical cancer,3.0,FLUOROURACIL
CHEMBL185,MONDO_0003060,biliary tract cancer,3.0,FLUOROURACIL
CHEMBL185,MONDO_0003199,anal carcinoma,3.0,FLUOROURACIL
CHEMBL185,MONDO_0007254,breast cancer,3.0,FLUOROURACIL
CHEMBL185,MONDO_0007576,esophageal cancer,3.0,FLUOROURACIL
CHEMBL185,MONDO_0021063,malignant colon neoplasm,3.0,FLUOROURACIL
CHEMBL185,MONDO_0021355,neoplasm of esophagus,3.0,FLUOROURACIL
CHEMBL185,MONDO_0024475,squamous cell intraepithelial neoplasia,3.0,FLUOROURACIL
CHEMBL185,MONDO_0044937,rectal carcinoma,3.0,FLUOROURACIL
CHEMBL18901,EFO_0000616,neoplasm,3.0,
CHEMBL18901,MONDO_0007254,breast cancer,3.0,
CHEMBL18901,MONDO_0008903,lung cancer,3.0,
CHEMBL1201785,MONDO_0001187,urinary bladder cancer,3.0,
CHEMBL1286,HP_0002069,Bilateral tonic-clonic seizure,4.0,LEVETIRACETAM
CHEMBL1286,MONDO_0002046,alcohol abuse,3.0,LEVETIRACETAM
CHEMBL10316,MONDO_0002009,major depressive disorder,3.0,
CHEMBL1200656,EFO_1001888,eye infection,4.0,
CHEMBL182,EFO_0009450,conjunctivitis,3.0,
CHEMBL182,EFO_1001888,eye infection,4.0,
CHEMBL1543,EFO_0003100,peripheral neuropathy,3.0,
CHEMBL1543,EFO_0003843,pain,3.0,
CHEMBL1543,EFO_0004149,neuropathy,3.0,
CHEMBL1628233,EFO_0003822,hyperemia,3.0,
CHEMBL1200826,EFO_0009854,treatment resistant depression,3.0,LITHIUM CARBONATE
CHEMBL806,MONDO_0008315,prostate cancer,3.0,FLUTAMIDE
CHEMBL1200859,MONDO_0007254,breast cancer,3.0,
CHEMBL5315124,EFO_0000771,bacterial disease,4.0,
CHEMBL5315124,EFO_1001888,eye infection,4.0,
CHEMBL5315124,HP_0001945,Fever,3.0,
CHEMBL5315124,HP_0031217,Hot flashes,3.0,
CHEMBL5315124,MONDO_0000565,infective endocarditis,3.0,
CHEMBL5315124,MONDO_0001475,neutropenia,3.0,
CHEMBL1201764,HP_0000103,Polyuria,4.0,
CHEMBL1288810,EFO_1002018,bronchial disease,3.0,
CHEMBL1200600,EFO_0009552,hemorrhoid,4.0,FLUOROMETHOLONE
CHEMBL1200600,MP_0001845,inflammation,4.0,FLUOROMETHOLONE
CHEMBL580,HP_0000713,Agitation,3.0,
CHEMBL580,MONDO_0004900,peripheral vertigo,3.0,
CHEMBL31,EFO_0000771,bacterial disease,4.0,
CHEMBL556262,EFO_0000771,bacterial disease,3.0,
CHEMBL1200511,MONDO_0002146,hypogonadism,3.0,GONADORELIN ACETATE
CHEMBL1200511,MONDO_0007254,breast cancer,3.0,GONADORELIN ACETATE
CHEMBL1200511,MONDO_0008315,prostate cancer,3.0,GONADORELIN ACETATE
CHEMBL1200511,MONDO_0018555,hypogonadotropic hypogonadism,3.0,GONADORELIN ACETATE
CHEMBL15413,EFO_0000771,bacterial disease,3.0,
CHEMBL19019,MONDO_0002046,alcohol abuse,4.0,
CHEMBL1622,EFO_0001070,folate deficiency,4.0,
CHEMBL1622,MONDO_0002507,gingival overgrowth,3.0,
CHEMBL1073,EFO_0003884,chronic kidney disease,3.0,
CHEMBL127,EFO_1001313,Enterobacteriaceae Infections,3.0,
CHEMBL127,MONDO_0021108,meningitis,4.0,
CHEMBL1201112,MONDO_0000873,lymphoblastic lymphoma,3.0,
CHEMBL1201112,MONDO_0044917,T-lymphoblastic lymphoma,4.0,
CHEMBL60889,EFO_0010282,gastrointestinal disease,3.0,
CHEMBL32,EFO_0007328,influenza,3.0,
CHEMBL32,MONDO_0007254,breast cancer,3.0,
CHEMBL32,MONDO_0016047,endophthalmitis,3.0,
CHEMBL1149,EFO_0001062,cytomegalovirus infection,3.0,
CHEMBL1149,HP_0001919,Acute kidney injury,3.0,
CHEMBL1201247,MONDO_0007254,breast cancer,3.0,
CHEMBL1201247,MONDO_0008315,prostate cancer,3.0,
CHEMBL15891,EFO_0001067,parasitic infection,4.0,
CHEMBL374975,EFO_0000771,bacterial disease,4.0,FUSIDIC ACID
CHEMBL374975,EFO_1001888,eye infection,4.0,FUSIDIC ACID
CHEMBL773,MONDO_0001673,diarrheal disease,3.0,
CHEMBL1200572,HP_0002019,Constipation,4.0,
CHEMBL1637,EFO_0001416,cervical adenocarcinoma,3.0,
CHEMBL1637,EFO_0008528,urothelial carcinoma,3.0,
CHEMBL1637,EFO_1001961,intrahepatic cholangiocarcinoma,3.0,
CHEMBL1637,HP_0001907,Thromboembolism,3.0,
CHEMBL1637,MONDO_0001187,urinary bladder cancer,3.0,
CHEMBL1637,MONDO_0002691,liver cancer,3.0,
CHEMBL1637,MONDO_0002974,cervical cancer,3.0,
CHEMBL1637,MONDO_0004192,urethra cancer,3.0,
CHEMBL1637,MONDO_0005411,gallbladder cancer,3.0,
CHEMBL1637,MONDO_0007254,breast cancer,4.0,
CHEMBL1637,MONDO_0008170,ovarian cancer,4.0,
CHEMBL1637,MONDO_0008903,lung cancer,3.0,
CHEMBL471737,HP_0001649,Tachycardia,3.0,IVABRADINE
CHEMBL41,EFO_0009854,treatment resistant depression,3.0,
CHEMBL41,MONDO_0002009,major depressive disorder,3.0,
CHEMBL866,MONDO_0013730,graft versus host disease,3.0,
CHEMBL1009,MONDO_0001020,amblyopia,3.0,LEVODOPA
CHEMBL1501,EFO_0009552,hemorrhoid,4.0,FLUOCINONIDE
CHEMBL1237080,HP_0002017,Nausea and vomiting,4.0,GRANISETRON HYDROCHLORIDE
CHEMBL141,EFO_0000763,viral disease,4.0,LAMIVUDINE
CHEMBL141,HP_0012115,Hepatitis,4.0,LAMIVUDINE
CHEMBL741,HP_0002069,Bilateral tonic-clonic seizure,4.0,
CHEMBL1200806,EFO_0010072,toothache,3.0,
CHEMBL1200751,MONDO_0000870,childhood acute lymphoblastic leukemia,4.0,MERCAPTOPURINE
CHEMBL1200751,MONDO_0000873,lymphoblastic lymphoma,4.0,MERCAPTOPURINE
CHEMBL1200751,MONDO_0019460,acute leukemia of ambiguous lineage,3.0,MERCAPTOPURINE
CHEMBL1200751,MONDO_0044917,T-lymphoblastic lymphoma,3.0,MERCAPTOPURINE
CHEMBL1448,EFO_1001342,Helminthiasis,4.0,
CHEMBL320775,MONDO_0002691,liver cancer,3.0,
CHEMBL719,EFO_0003895,epistaxis,3.0,MUPIROCIN
CHEMBL689,EFO_0005207,congenital heart disease,3.0,
CHEMBL689,HP_0002019,Constipation,4.0,
CHEMBL689,MONDO_0002367,kidney cancer,3.0,
CHEMBL689,MONDO_0043510,brain injury,3.0,
CHEMBL573,EFO_0009783,carotid atherosclerosis,3.0,
CHEMBL573,EFO_1000860,cerebral atherosclerosis,3.0,
CHEMBL573,HP_0031284,Flushing,3.0,
CHEMBL404108,EFO_0004616,"osteoarthritis, knee",3.0,LUMIRACOXIB
CHEMBL746,HP_0006536,Airway obstruction,4.0,
CHEMBL9,EFO_0000771,bacterial disease,4.0,
CHEMBL9,EFO_0008588,peritonitis,3.0,
CHEMBL9,EFO_0009545,esophageal varices,3.0,
CHEMBL9,EFO_1001888,eye infection,4.0,
CHEMBL55214,EFO_1001998,complex regional pain syndrome,3.0,
CHEMBL1454910,EFO_0000771,bacterial disease,4.0,
CHEMBL19299,HP_0003419,Low back pain,3.0,
CHEMBL704,EFO_0009959,diverticular disease,3.0,MESALAMINE
CHEMBL514,EFO_0003833,brain neoplasm,4.0,
CHEMBL514,EFO_1000158,Central Nervous System Neoplasm,3.0,
CHEMBL514,MONDO_0001657,brain cancer,4.0,
CHEMBL1201146,EFO_0003843,pain,3.0,NORETHINDRONE ACETATE
CHEMBL1201146,MONDO_0002146,hypogonadism,4.0,NORETHINDRONE ACETATE
CHEMBL1201146,MONDO_0007254,breast cancer,3.0,NORETHINDRONE ACETATE
CHEMBL1201146,MP_0001914,hemorrhage,3.0,NORETHINDRONE ACETATE
CHEMBL3989555,EFO_0006928,motion sickness,4.0,MECLIZINE HYDROCHLORIDE
CHEMBL3989555,HP_0002321,Vertigo,4.0,MECLIZINE HYDROCHLORIDE
CHEMBL3,MONDO_0002974,cervical cancer,3.0,
CHEMBL3,MONDO_0008903,lung cancer,3.0,
CHEMBL279785,MONDO_0007254,breast cancer,3.0,
CHEMBL279785,MONDO_0008903,lung cancer,3.0,
CHEMBL1481,EFO_0000537,hypertension,3.0,
CHEMBL1481,EFO_0003914,atherosclerosis,3.0,
CHEMBL1481,HP_0003124,Hypercholesterolemia,3.0,
CHEMBL1201139,HP_0002039,Anorexia,4.0,MEGESTROL ACETATE
CHEMBL1201139,HP_0031217,Hot flashes,3.0,MEGESTROL ACETATE
CHEMBL1201139,MONDO_0002691,liver cancer,3.0,MEGESTROL ACETATE
CHEMBL1201139,MONDO_0007254,breast cancer,3.0,MEGESTROL ACETATE
CHEMBL1201139,MONDO_0011962,endometrial cancer,3.0,MEGESTROL ACETATE
CHEMBL1699,MONDO_0004681,learning disability,3.0,
CHEMBL13,EFO_0003914,atherosclerosis,3.0,
CHEMBL13,HP_0003124,Hypercholesterolemia,3.0,
CHEMBL13,MONDO_0007254,breast cancer,3.0,
CHEMBL852,EFO_0000502,ganglioneuroblastoma,3.0,
CHEMBL852,MONDO_0007254,breast cancer,3.0,
CHEMBL852,MONDO_0008170,ovarian cancer,3.0,
CHEMBL852,MONDO_0018906,follicular lymphoma,3.0,
CHEMBL572,EFO_0000771,bacterial disease,4.0,
