disease_id,disease_name,gene_id,gene_symbol,gene_name,association_score
EFO_0000519,glioblastoma multiforme,ENSG00000102755,FLT1,fms related receptor tyrosine kinase 1,0.35410572214361885
EFO_0000519,glioblastoma multiforme,ENSG00000160867,FGFR4,fibroblast growth factor receptor 4,0.3539942479995689
EFO_0000519,glioblastoma multiforme,ENSG00000121966,CXCR4,C-X-C motif chemokine receptor 4,0.3538758363394821
EFO_0000519,glioblastoma multiforme,ENSG00000196498,NCOR2,nuclear receptor corepressor 2,0.35353443948980884
EFO_0000519,glioblastoma multiforme,ENSG00000139618,BRCA2,BRCA2 DNA repair associated,0.3531427752552712
EFO_0000519,glioblastoma multiforme,ENSG00000127329,PTPRB,protein tyrosine phosphatase receptor type B,0.3529436281703529
EFO_0000519,glioblastoma multiforme,ENSG00000189283,FHIT,fragile histidine triad diadenosine triphosphatase,0.35278578677408134
EFO_0000519,glioblastoma multiforme,ENSG00000168036,CTNNB1,catenin beta 1,0.35277202274945807
EFO_0000519,glioblastoma multiforme,ENSG00000150457,LATS2,large tumor suppressor kinase 2,0.35268697549348854
EFO_0000519,glioblastoma multiforme,ENSG00000132170,PPARG,peroxisome proliferator activated receptor gamma,0.35258957080832504
EFO_0000519,glioblastoma multiforme,ENSG00000147050,KDM6A,lysine demethylase 6A,0.35250119946471936
EFO_0000519,glioblastoma multiforme,ENSG00000143549,TPM3,tropomyosin 3,0.35215822796686747
EFO_0000519,glioblastoma multiforme,ENSG00000018408,WWTR1,WW domain containing transcription regulator 1,0.35164182123646404
EFO_0000519,glioblastoma multiforme,ENSG00000073803,MAP3K13,mitogen-activated protein kinase kinase kinase 13,0.35148584096576324
EFO_0000519,glioblastoma multiforme,ENSG00000105639,JAK3,Janus kinase 3,0.3513341307167723
EFO_0000519,glioblastoma multiforme,ENSG00000175643,RMI2,RecQ mediated genome instability 2,0.35091607202312436
EFO_0000519,glioblastoma multiforme,ENSG00000101115,SALL4,spalt like transcription factor 4,0.350907284084154
EFO_0000519,glioblastoma multiforme,ENSG00000137693,YAP1,Yes1 associated transcriptional regulator,0.35025449529003255
EFO_0000519,glioblastoma multiforme,ENSG00000039068,CDH1,cadherin 1,0.35020681230955564
EFO_0000519,glioblastoma multiforme,ENSG00000185630,PBX1,PBX homeobox 1,0.3501871784208295
EFO_0000519,glioblastoma multiforme,ENSG00000049618,ARID1B,AT-rich interaction domain 1B,0.3501230152516134
EFO_0000519,glioblastoma multiforme,ENSG00000148737,TCF7L2,transcription factor 7 like 2,0.35009747359623666
EFO_0000519,glioblastoma multiforme,ENSG00000116044,NFE2L2,NFE2 like bZIP transcription factor 2,0.3499768526844418
EFO_0000519,glioblastoma multiforme,ENSG00000144218,AFF3,ALF transcription elongation factor 3,0.3498327924046152
EFO_0003767,inflammatory bowel disease,ENSG00000167207,NOD2,nucleotide binding oligomerization domain containing 2,0.874691454984459
EFO_0003767,inflammatory bowel disease,ENSG00000110324,IL10RA,interleukin 10 receptor subunit alpha,0.8305834020666646
EFO_0003767,inflammatory bowel disease,ENSG00000243646,IL10RB,interleukin 10 receptor subunit beta,0.819632576669919
EFO_0003767,inflammatory bowel disease,ENSG00000136634,IL10,interleukin 10,0.7798747409659188
EFO_0003767,inflammatory bowel disease,ENSG00000151694,ADAM17,ADAM metallopeptidase domain 17,0.7778991995702533
EFO_0003767,inflammatory bowel disease,ENSG00000113302,IL12B,interleukin 12B,0.7548895613382313
EFO_0003767,inflammatory bowel disease,ENSG00000115232,ITGA4,integrin subunit alpha 4,0.7377426302644366
EFO_0003767,inflammatory bowel disease,ENSG00000162594,IL23R,interleukin 23 receptor,0.7125660275071296
EFO_0003767,inflammatory bowel disease,ENSG00000163362,INAVA,innate immunity activator,0.6889966908215073
EFO_0003767,inflammatory bowel disease,ENSG00000096968,JAK2,Janus kinase 2,0.6813382317441988
EFO_0003767,inflammatory bowel disease,ENSG00000105397,TYK2,tyrosine kinase 2,0.6549053604420418
EFO_0003767,inflammatory bowel disease,ENSG00000138684,IL21,interleukin 21,0.6526787493598994
EFO_0003767,inflammatory bowel disease,ENSG00000146648,EGFR,epidermal growth factor receptor,0.6523667414928247
EFO_0003767,inflammatory bowel disease,ENSG00000232810,TNF,tumor necrosis factor,0.6450660866570581
EFO_0003767,inflammatory bowel disease,ENSG00000110944,IL23A,interleukin 23 subunit alpha,0.6442306822401354
EFO_0003767,inflammatory bowel disease,ENSG00000112182,BACH2,BACH transcriptional regulator 2,0.6342015694650899
EFO_0003767,inflammatory bowel disease,ENSG00000073756,PTGS2,prostaglandin-endoperoxide synthase 2,0.6330365038160013
EFO_0003767,inflammatory bowel disease,ENSG00000132170,PPARG,peroxisome proliferator activated receptor gamma,0.6318634353850645
EFO_0003767,inflammatory bowel disease,ENSG00000128604,IRF5,interferon regulatory factor 5,0.6279394905933094
EFO_0003767,inflammatory bowel disease,ENSG00000139626,ITGB7,integrin subunit beta 7,0.6266788698729533
EFO_0003767,inflammatory bowel disease,ENSG00000113580,NR3C1,nuclear receptor subfamily 3 group C member 1,0.6265007838342452
EFO_0003767,inflammatory bowel disease,ENSG00000095303,PTGS1,prostaglandin-endoperoxide synthase 1,0.6210112336103492
EFO_0003767,inflammatory bowel disease,ENSG00000085978,ATG16L1,autophagy related 16 like 1,0.6202213767453463
EFO_0003767,inflammatory bowel disease,ENSG00000012779,ALOX5,arachidonate 5-lipoxygenase,0.6141751028931276
EFO_0003767,inflammatory bowel disease,ENSG00000168811,IL12A,interleukin 12A,0.6070203704932464
EFO_0003767,inflammatory bowel disease,ENSG00000105639,JAK3,Janus kinase 3,0.6063133433271185
EFO_0003767,inflammatory bowel disease,ENSG00000170989,S1PR1,sphingosine-1-phosphate receptor 1,0.5922368473756859
EFO_0003767,inflammatory bowel disease,ENSG00000128059,PPAT,phosphoribosyl pyrophosphate amidotransferase,0.5918405587232752
EFO_0003767,inflammatory bowel disease,ENSG00000178623,GPR35,G protein-coupled receptor 35,0.5902849302944625
EFO_0003767,inflammatory bowel disease,ENSG00000237693,IRGM,immunity related GTPase M,0.5884566951332516
EFO_0003767,inflammatory bowel disease,ENSG00000204390,HSPA1L,heat shock protein family A (Hsp70) member 1 like,0.586216113088093
EFO_0003767,inflammatory bowel disease,ENSG00000181634,TNFSF15,TNF superfamily member 15,0.5744193595324183
EFO_0003767,inflammatory bowel disease,ENSG00000180739,S1PR5,sphingosine-1-phosphate receptor 5,0.5723798638783243
EFO_0003767,inflammatory bowel disease,ENSG00000143226,FCGR2A,Fc gamma receptor IIa,0.5704601901561749
EFO_0003767,inflammatory bowel disease,ENSG00000168610,STAT3,signal transducer and activator of transcription 3,0.5686753611083556
EFO_0003767,inflammatory bowel disease,ENSG00000057657,PRDM1,PR/SET domain 1,0.5667804613331537
EFO_0003767,inflammatory bowel disease,ENSG00000150093,ITGB1,integrin subunit beta 1,0.5647915478558886
EFO_0003767,inflammatory bowel disease,ENSG00000119919,NKX2-3,NK2 homeobox 3,0.5632073893238397
EFO_0003767,inflammatory bowel disease,ENSG00000179630,LACC1,laccase domain containing 1,0.5626576058377183
EFO_0003767,inflammatory bowel disease,ENSG00000101017,CD40,CD40 molecule,0.5602763935893409
EFO_0003767,inflammatory bowel disease,ENSG00000173531,MST1,macrophage stimulating 1,0.5589668193945153
EFO_0003767,inflammatory bowel disease,ENSG00000125910,S1PR4,sphingosine-1-phosphate receptor 4,0.5563746024409418
EFO_0003767,inflammatory bowel disease,ENSG00000178828,RNF186,ring finger protein 186,0.5532275774905653
EFO_0003767,inflammatory bowel disease,ENSG00000134242,PTPN22,protein tyrosine phosphatase non-receptor type 22,0.5508251658919199
EFO_0003767,inflammatory bowel disease,ENSG00000169914,OTUD3,OTU deubiquitinase 3,0.5490008476973597
EFO_0003767,inflammatory bowel disease,ENSG00000166501,PRKCB,protein kinase C beta,0.5476217179065377
EFO_0003767,inflammatory bowel disease,ENSG00000159128,IFNGR2,interferon gamma receptor 2,0.5471605098718364
EFO_0003767,inflammatory bowel disease,ENSG00000136630,HLX,H2.0 like homeobox,0.5447247683286137
EFO_0003767,inflammatory bowel disease,ENSG00000115009,CCL20,C-C motif chemokine ligand 20,0.543528648944727
EFO_0003767,inflammatory bowel disease,ENSG00000100906,NFKBIA,NFKB inhibitor alpha,0.5428787408682848
EFO_0003767,inflammatory bowel disease,ENSG00000100368,CSF2RB,colony stimulating factor 2 receptor subunit beta,0.5422406437693451
EFO_0003767,inflammatory bowel disease,ENSG00000107968,MAP3K8,mitogen-activated protein kinase kinase kinase 8,0.5417700950359827
EFO_0003767,inflammatory bowel disease,ENSG00000121281,ADCY7,adenylate cyclase 7,0.5400037311469176
EFO_0003767,inflammatory bowel disease,ENSG00000175354,PTPN2,protein tyrosine phosphatase non-receptor type 2,0.5384306929458808
EFO_0003767,inflammatory bowel disease,ENSG00000162434,JAK1,Janus kinase 1,0.5379283834829759
EFO_0003767,inflammatory bowel disease,ENSG00000166949,SMAD3,SMAD family member 3,0.5374866323743528
EFO_0003767,inflammatory bowel disease,ENSG00000013725,CD6,CD6 molecule,0.5363765334848017
EFO_0003767,inflammatory bowel disease,ENSG00000091140,DLD,dihydrolipoamide dehydrogenase,0.5337551605623495
EFO_0003767,inflammatory bowel disease,ENSG00000116288,PARK7,Parkinsonism associated deglycase,0.5325553017798424
EFO_0003767,inflammatory bowel disease,ENSG00000140030,GPR65,G protein-coupled receptor 65,0.5325274670391843
EFO_0003767,inflammatory bowel disease,ENSG00000164093,PITX2,paired like homeodomain 2,0.5316680968794404
EFO_0003767,inflammatory bowel disease,ENSG00000091138,SLC26A3,solute carrier family 26 member 3,0.5299695182396013
EFO_0003767,inflammatory bowel disease,ENSG00000142224,IL19,interleukin 19,0.5254972433993294
EFO_0003767,inflammatory bowel disease,ENSG00000162542,TMCO4,transmembrane and coiled-coil domains 4,0.5217515536604135
EFO_0003767,inflammatory bowel disease,ENSG00000164691,TAGAP,T cell activation RhoGTPase activating protein,0.5207408172156842
EFO_0003767,inflammatory bowel disease,ENSG00000134460,IL2RA,interleukin 2 receptor subunit alpha,0.5204166118776213
EFO_0003767,inflammatory bowel disease,ENSG00000182095,TNRC18,trinucleotide repeat containing 18,0.5203782335336391
EFO_0003767,inflammatory bowel disease,ENSG00000137275,RIPK1,receptor interacting serine/threonine kinase 1,0.5190651964737759
EFO_0003767,inflammatory bowel disease,ENSG00000187796,CARD9,caspase recruitment domain family member 9,0.5155030065650287
EFO_0003767,inflammatory bowel disease,ENSG00000132274,TRIM22,tripartite motif containing 22,0.5153784754259465
EFO_0003767,inflammatory bowel disease,ENSG00000125347,IRF1,interferon regulatory factor 1,0.5149186352495196
EFO_0003767,inflammatory bowel disease,ENSG00000213047,DENND1B,DENN domain containing 1B,0.5112886628068187
EFO_0003767,inflammatory bowel disease,ENSG00000116833,NR5A2,nuclear receptor subfamily 5 group A member 2,0.5110167551686081
EFO_0003767,inflammatory bowel disease,ENSG00000134330,IAH1,isoamyl acetate hydrolyzing esterase 1 (putative),0.5103733589324178
EFO_0003767,inflammatory bowel disease,ENSG00000075426,FOSL2,"FOS like 2, AP-1 transcription factor subunit",0.509771056514532
EFO_0003767,inflammatory bowel disease,ENSG00000125571,IL37,interleukin 37,0.5093276274490163
EFO_0003767,inflammatory bowel disease,ENSG00000131507,NDFIP1,Nedd4 family interacting protein 1,0.507750936049324
EFO_0003767,inflammatory bowel disease,ENSG00000165025,SYK,spleen associated tyrosine kinase,0.5058125039369368
EFO_0003767,inflammatory bowel disease,ENSG00000020633,RUNX3,RUNX family transcription factor 3,0.5055618919255327
EFO_0003767,inflammatory bowel disease,ENSG00000118503,TNFAIP3,TNF alpha induced protein 3,0.5048965609766825
EFO_0003767,inflammatory bowel disease,ENSG00000130876,SLC7A10,solute carrier family 7 member 10,0.5047005130436365
EFO_0003767,inflammatory bowel disease,ENSG00000168769,TET2,tet methylcytosine dioxygenase 2,0.5039845923415168
EFO_0003767,inflammatory bowel disease,ENSG00000163295,ALPI,"alkaline phosphatase, intestinal",0.503154020710622
EFO_0003767,inflammatory bowel disease,ENSG00000108219,TSPAN14,tetraspanin 14,0.5025293979089253
EFO_0003767,inflammatory bowel disease,ENSG00000197943,PLCG2,phospholipase C gamma 2,0.5021638934135345
EFO_0003767,inflammatory bowel disease,ENSG00000197208,SLC22A4,solute carrier family 22 member 4,0.5012455204621568
EFO_0003767,inflammatory bowel disease,ENSG00000189067,LITAF,lipopolysaccharide induced TNF factor,0.501177139155816
EFO_0003767,inflammatory bowel disease,ENSG00000177311,ZBTB38,zinc finger and BTB domain containing 38,0.4998470139286784
EFO_0003767,inflammatory bowel disease,ENSG00000115267,IFIH1,interferon induced with helicase C domain 1,0.4994255405468377
EFO_0003767,inflammatory bowel disease,ENSG00000081985,IL12RB2,interleukin 12 receptor subunit beta 2,0.4993760448840366
EFO_0003767,inflammatory bowel disease,ENSG00000100365,NCF4,neutrophil cytosolic factor 4,0.4961149084870074
EFO_0003767,inflammatory bowel disease,ENSG00000172575,RASGRP1,RAS guanyl releasing protein 1,0.4958977441149522
EFO_0003767,inflammatory bowel disease,ENSG00000145996,CDKAL1,CDKAL1 threonylcarbamoyladenosine tRNA methylthiotransferase,0.4940026695617543
EFO_0003767,inflammatory bowel disease,ENSG00000145623,OSMR,oncostatin M receptor,0.4938551066744186
EFO_0003767,inflammatory bowel disease,ENSG00000095110,NXPE1,neurexophilin and PC-esterase domain family member 1,0.4929326774140064
EFO_0003767,inflammatory bowel disease,ENSG00000185811,IKZF1,IKAROS family zinc finger 1,0.49281352143284707
EFO_0003767,inflammatory bowel disease,ENSG00000162927,PUS10,pseudouridine synthase 10,0.4925404047475276
EFO_0003767,inflammatory bowel disease,ENSG00000108691,CCL2,C-C motif chemokine ligand 2,0.49178693129906426
EFO_0003767,inflammatory bowel disease,ENSG00000054983,GALC,galactosylceramidase,0.49125823254048073
EFO_0003767,inflammatory bowel disease,ENSG00000198369,SPRED2,sprouty related EVH1 domain containing 2,0.49119085883038616
